,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
19,Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014,-0.15783292,-0.49359456,0.998452,1.0,44,0.27272728,0.27807924,GRIN2D;ALS2;NEFL;APAF1;TOMM40L;PRPH;BCL2;MAP2K3;RAB5A;CASP9;BID;BAX
20,Antigen processing and presentation Homo sapiens hsa04612,0.34332547,1.1027982,0.2956989,1.0,31,0.19354838,0.14517207,NFYC;HSP90AB1;HSPA1L;B2M;TAP1;HLA-DMA
21,Apoptosis Homo sapiens hsa04210,-0.31635648,-1.1231686,0.26584023,1.0,109,0.25688073,0.17587155,CAPN2;TUBA1B;RELA;FOS;PARP3;ACTB;CTSW;CTSO;CAPN1;PARP2;TUBA4A;PIDD1;ITPR2;CASP8;MAP2K2;LMNB1;PIK3CD;BCL2;ERN1;EIF2AK3;NRAS;BCL2L11;CASP2;BID;GADD45G;DFFA;CTSZ;AKT3
22,Arachidonic acid metabolism Homo sapiens hsa00590,-0.33436498,-1.0201794,0.434992,1.0,36,0.44444445,0.29956144,PLA2G10;TBXAS1;PLA2G12A;HPGDS;GPX8;PLA2G4E;PLA2G4C;PTGES2;PLA2G1B;PTGES;CBR1;PTGIS;PLA2G6;GPX2;PLA2G4B;PTGS2
23,Arginine and proline metabolism Homo sapiens hsa00330,-0.29925933,-0.92040175,0.57952756,1.0,40,0.225,0.124953546,L3HYPDH;ARG2;CNDP1;SMOX;ALDH9A1;ODC1;SAT1;PYCR1;HOGA1
24,Arginine biosynthesis Homo sapiens hsa00220,0.36902106,0.9274757,0.5604651,1.0,12,0.16666667,0.0132312495,NOS3;GLS
9,"Alanine, aspartate and glutamate metabolism Homo sapiens hsa00250",-0.34728467,-0.9356881,0.5553663,1.0,24,0.25,0.15438935,GLS2;GFPT2;GLUD2;CAD;ABAT;GFPT1
10,Alcoholism Homo sapiens hsa05034,-0.23770449,-0.82752407,0.7903226,1.0,84,0.14285715,0.1318665,ARAF;HDAC5;ADORA2B;GRIN2D;NPY;PPP1CB;HDAC7;CAMKK2;CALM2;SHC3;NRAS;CREB3L3
11,Aldosterone synthesis and secretion Homo sapiens hsa04925,0.22371034,0.84038794,0.7809524,1.0,61,0.13114753,0.06236527,PLCB4;CAMK4;CYP11A1;ITPR3;ADCY1;CALM3;PRKD2;CACNA1H
12,Aldosterone-regulated sodium reabsorption Homo sapiens hsa04960,-0.2751224,-0.77488405,0.8051118,1.0,28,0.32142857,0.22768156,ATP1B1;ATP1A1;ATP1B2;NEDD4L;PIK3CD;PIK3CB;PIK3R3;SCNN1A;SFN
13,Allograft rejection Homo sapiens hsa05330,0.6067184,1.4414943,0.08760684,1.0,10,0.3,0.09261875,FAS;CD80;HLA-DMA
14,Alzheimer's disease Homo sapiens hsa05010,0.22404793,0.9590941,0.57915056,1.0,127,0.14173229,0.09261875,PLCB4;NDUFB6;FAS;ATP2A1;NDUFB4;UQCRB;NDUFA8;ITPR3;NDUFS6;COX6C;UQCRQ;COX7A1;CALM3;CDK5R1;NDUFS2;MME;MAPT;CYC1
15,Amino sugar and nucleotide sugar metabolism Homo sapiens hsa00520,-0.36137623,-1.0948784,0.32824427,1.0,41,0.31707317,0.15438935,GALE;PGM1;PMM2;HK1;GFPT2;GMPPA;GNE;NPL;PMM1;GFPT1;CYB5RL;MPI;GALK1
16,Aminoacyl-tRNA biosynthesis Homo sapiens hsa00970,0.36657482,1.0783697,0.3341969,1.0,23,0.6086956,0.34051883,HARS2;LARS2;SARS2;EARS2;MTFMT;SEPSECS;PARS2;FARSA;WARS2;VARS2;DARS2;CARS2;GATB;TARS2
257,Type II diabetes mellitus Homo sapiens hsa04930,-0.2878576,-0.839541,0.7082658,1.0,35,0.31428573,0.25637403,MTOR;CACNA1G;PRKCE;IRS2;HK1;PKLR;PIK3CD;CACNA1C;PIK3CB;CACNA1B;PIK3R3
2,AGE-RAGE signaling pathway in diabetic complications Homo sapiens hsa04933,-0.20873033,-0.72010696,0.9293785,1.0,79,0.1392405,0.1112763,SERPINE1;PRKCE;RELA;CCND1;MMP2;CDKN1B;PIK3CD;BCL2;COL4A1;NRAS;AKT3
3,AMPK signaling pathway Homo sapiens hsa04152,-0.32529798,-1.1805947,0.18707015,1.0,101,0.32673267,0.23251319,PFKFB3;PFKFB2;CPT1C;ELAVL1;RAB11B;CAB39;GYS1;IRS2;CCND1;AKT1S1;CRTC2;MLYCD;AKT1;PCK2;CAMKK2;G6PC3;PPP2R5E;CREB5;PFKP;CFTR;PIK3CD;LEPR;RPTOR;CREB3L4;PRKAA2;PIK3CB;ADIPOR1;CREB3L3;PIK3R3;STRADB;IGF1R;AKT3;EIF4EBP1
4,Acute myeloid leukemia Homo sapiens hsa05221,-0.40005177,-1.2735358,0.14006025,1.0,52,0.44230768,0.262618,ARAF;MTOR;SOS1;RELA;STAT3;CCND1;JUP;TCF7;STAT5A;AKT1;ZBTB16;MAP2K2;PIK3CD;PIM2;MYC;PIK3CB;NRAS;TCF7L2;FLT3;RUNX1T1;PIK3R3;AKT3;EIF4EBP1
5,Adherens junction Homo sapiens hsa04520,-0.22609715,-0.76736,0.8716814,1.0,67,0.2238806,0.19675909,IQGAP1;CSNK2B;ACTB;PTPRF;SNAI1;ACTN3;TGFBR2;SORBS1;ACTN1;TCF7L2;FER;EGFR;IGF1R;TJP1;SSX2IP
6,Adipocytokine signaling pathway Homo sapiens hsa04920,-0.391753,-1.2612352,0.11838006,1.0,55,0.36363637,0.26640898,CPT1C;PRKAA1;RXRG;MTOR;NPY;IRS2;RELA;STAT3;AKT1;PCK2;CAMKK2;G6PC3;ACSL1;ACSL6;PTPN11;LEPR;ACACB;PRKAA2;ADIPOR1;AKT3
