,names,rank,logfoldchanges,pvals_adj
49,Nrd1,74.41583249620312,24.324524,0.0008723837069227272
50,Foxl2os,79.52876668603388,24.310478,0.0005353303580998523
51,Aldh3b1,57.263580960064175,24.303715,0.0044038672862208835
52,Upk3b,58.01066747953843,24.28164,0.004082484697798989
53,Nprl3,43.04256392610488,24.271166,0.016849878333672574
54,H2-Ab1,48.695213150075354,24.260761,0.009836501826180037
55,Gm34868,79.55241531603583,24.257757,0.0005254568716757866
56,Nqo2,67.44393679600987,24.24029,0.0016507930203374691
57,Dusp1,78.40460549925807,24.20668,0.0005768121105128919
58,Tada2b,64.87526388757537,24.201426,0.002086228530048202
59,Gm14211,69.32636334330225,24.189793,0.0013616497594354843
60,Gm16286,77.08732223928466,24.178534,0.0006482542034180984
61,Gm45885,72.14207920271376,24.178167,0.0010380791351012842
62,Angptl8,71.5888389284211,24.17507,0.001093283761002116
63,Rreb1,63.14667002866113,24.164171,0.0024364892590073425
64,Gm43126,73.21509327715218,24.131287,0.0009246302655974901
65,Gm45442,78.43215929314371,24.11921,0.000559945164814231
66,Rps16,65.56141152645637,24.109467,0.0019084361666907217
67,Tmem38b,60.056972180805985,24.103518,0.0032238373328543437
68,Vmn1r32,71.22553074374623,24.08708,0.001104074907063698
69,Pdzd2,63.66198603260404,24.040874,0.002248677582777578
70,Psmd8,72.46267731104636,24.040783,0.0009679294424234622
71,Npdc1,61.68885105450724,24.027956,0.0027078323648170124
72,Helz2,63.956168092579546,24.026659,0.002178293834168065
73,Fstl3,72.19658996494707,24.016191,0.0009859090308164356
74,Cyp17a1,72.11126858316996,23.968304,0.0009803708701928992
75,Apoa1,66.51835007300033,23.94968,0.001669470663258795
76,Foxo3,56.46747643027589,23.944345,0.004382478307523645
77,Tmco6,65.94625912450789,23.942661,0.0017605921876411017
78,8430432A02Rik,58.731257534253984,23.941044,0.0035223950501400807
79,March7,70.48599751262131,23.936316,0.0011357154603567233
80,Col6a3,71.0608308990373,23.926004,0.001071457661302747
81,Tcp11x2,65.81561571470984,23.906822,0.0017660149964351369
82,Tfdp2,71.49072023395865,23.900307,0.0010204573563939252
83,BC004004,65.55434980489969,23.89287,0.0018043536320106587
84,Tnfrsf18,64.84198169056616,23.881634,0.0019269031682981582
85,Gm10685,58.36370744254761,23.87425,0.0035922789730876183
86,Pogk,54.05143632724302,23.870956,0.005441041005458028
87,Gm42696,59.385336904100946,23.863346,0.003246693764939495
88,Med6,54.29423550813167,23.795906,0.005228018582252249
89,Gprin2,64.64769686381332,23.794935,0.00191925221749179
90,Prss8,52.5732787395934,23.790443,0.0061680995234931636
91,Cwf19l1,50.35965465884588,23.784767,0.007632959737113249
92,2600002D14Rik,53.19120223619265,23.78233,0.005799826092507
93,Gm29266,44.25120379611381,23.780293,0.01377732382320933
94,Six6,55.41479428916168,23.780035,0.0046740406588482485
95,Nkx2-5,54.74441013567003,23.77462,0.004981489284107903
96,Eif3h,53.97720937386354,23.772787,0.005363569163291628
97,Ccnt2,54.852254815788726,23.766699,0.004921008481556391
98,Hnf4a,67.78782650826857,23.75331,0.0014001461454537813
99,Abcb5,59.93855744782167,23.748676,0.002993164585938303
100,Rhox12,39.27174985869092,23.727518,0.022125133241964315
101,A230001M10Rik,58.91335409519825,23.722233,0.0032849910599127446
102,Rtl6,53.55356786226228,23.72162,0.005526056111328682
103,N4bp2,54.36740225007633,23.71815,0.0051023723002607425
104,Topbp1,40.86861452040802,23.699398,0.01886001724450675
105,Gm47689,48.09896660693554,23.697998,0.009339772359602662
106,Atg2a,61.670948037243654,23.692295,0.002494618011602562
107,Gm44993,57.1530317921601,23.680336,0.003859021160352521
108,Hist1h1t,52.475943395917895,23.661781,0.006056877932235269
109,Acin1,56.18048435335723,23.658562,0.004220495991002036
110,Setd1a,50.6610532164744,23.652235,0.007212502976834574
111,Gm29361,52.901730452213414,23.645338,0.005790276990668823
112,Chac2,52.595562477799525,23.63673,0.005954394903039504
113,Gpr146,44.81624708746003,23.584711,0.012582746462564746
114,Scn7a,57.46027341815573,23.57152,0.0036500672887827094
115,A230020J21Rik,51.506049852013895,23.56237,0.00651710648694076
116,Zfp438,35.046215705829,23.540827,0.0324532413157419
117,Wdr31,52.70411765370092,23.509356,0.005730124824354777
118,Homer2,49.664919895831595,23.49927,0.0077007576282758705
119,Gm47646,44.99569479699289,23.486269,0.012138643801198284
120,Fh1,44.40734918922375,23.477575,0.01283868774967239
121,Scg5,64.43042533540437,23.468006,0.0017969748280805753
122,Bmp7,40.03583716211079,23.466072,0.01967361485780093
123,Hist1h4j,46.82414965333539,23.465647,0.010105690350394355
124,Exosc3,57.21762105971672,23.4641,0.0036431946679480547
125,Pou3f4,44.736881245558585,23.462147,0.012394572394557107
126,2900092C05Rik,50.155246192709164,23.459307,0.0072783349347949255
127,Dido1,31.12703826091764,23.433863,0.04695770829894209
128,Gm13844,48.911174272419956,23.413538,0.00814680774008869
129,Scn4b,46.63761217262021,23.40612,0.010173275412606684
130,Ncapg,46.25213584783405,23.395887,0.010545460404900717
131,Col6a6,47.62702602857833,23.369154,0.00916158181469388
132,Inip,46.17111578246227,23.33315,0.0105008008179212
133,Drd4,35.06069638001164,23.320854,0.03137579035565365
134,Nxpe4,37.186714315466276,23.307333,0.02538082954940075
135,Bbx,50.26142047177955,23.2873,0.00694514117118173
136,Rbmx,40.241901659615536,23.279694,0.018679843171206644
137,Lyl1,32.860058344717565,23.215847,0.0384224442926411
138,Gm20036,51.0791985934491,23.19534,0.006278675022233274
139,Gm13883,39.77857713557554,23.193127,0.019270724170456777
140,Uspl1,41.18525165451534,23.187042,0.01674100686283405
141,5330438D12Rik,35.49396879882903,23.158846,0.02933383484982318
142,Cfap221,39.285037084960756,23.140097,0.02005838188901861
143,Gm16754,35.18394839404939,23.13826,0.03015809271262392
144,Cdx4,33.06495512772796,23.109314,0.03708459710194705
145,Pgc,42.67911799726826,23.108423,0.01422632069678301
146,Tmed7,27.46120468295758,23.102541,0.0647640519061761
147,Traf3ip2,35.529301560899526,23.09865,0.028963104003396835
148,Trpt1,32.68306272632259,23.096231,0.038451912281580666
149,Slc39a1,36.841615930587096,23.09012,0.02537712648726218
150,Adora2a,36.046225802756275,23.053316,0.02731475855388305
151,Ddx56,31.508888648075832,23.029287,0.042834188772453895
152,Dcun1d4,32.609672029409126,22.997904,0.03819961133674122
153,9630014M24Rik,25.12471779371736,22.98081,0.08066939283611303
154,Jmjd8,33.51779365557851,22.965187,0.03471326866803417
155,Shld2,33.62310286243684,22.963316,0.03433923452864507
156,Afg1l,33.11536059017331,22.945614,0.0360403562857603
157,Mab21l3,34.99303102117547,22.9452,0.029849029960123584
158,Fbxo31,32.61342119950726,22.921335,0.03777102343142358
159,Kng1,27.229478260812588,22.919851,0.06485891522363857
160,Agbl5,22.143590039326295,22.913546,0.10804449342136704
161,Atp5g2,33.522354026581674,22.910757,0.03442144173325748
162,Ubl7,31.93003320469873,22.88497,0.040249421955141966
163,D730045A05Rik,32.93063334564305,22.88047,0.0363708666287806
