,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
168,Other types of O-glycan biosynthesis Homo sapiens hsa00514,0.31350994,0.93623805,0.56719816,0.9988885510891566,23,0.3478261,0.22837237,MFNG;ST3GAL3;B4GALT1;B4GALT3;ST6GAL2;POFUT1;PLOD3;GXYLT2
170,Oxidative phosphorylation Homo sapiens hsa00190,0.25625765,0.9970549,0.45753425,0.9988885510891566,73,0.12328767,0.06957616,NDUFB8;NDUFA6;ATP6V1G2;NDUFV3;COX6A1;NDUFA13;CYC1;ATP6V0E1;COX5B
219,Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.18225582,0.6687991,0.97686374,0.9988885510891566,59,0.10169491,0.07402748,ABHD6;NAPEPLD;DAGLA;GABRA2;GNG10;GABRP
221,Ribosome Homo sapiens hsa03010,-0.2752711,-0.9816946,0.47021943,0.9988885510891566,70,0.22857143,0.19905168,MRPS15;RPL26;RPS27;MRPS17;RPL22L1;MRPS21;RPS21;RPL13A;RPLP0;MRPL9;MRPS6;RPL36AL;MRPL17;RPL11;RPL3L;MRPL12
222,Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.25095657,0.8688989,0.68115944,0.9988885510891566,48,0.20833333,0.18008515,POP1;NAT10;WDR36;WDR3;WDR75;NXF2;RPP38;DKC1;CSNK2A1;NMD3
224,Salivary secretion Homo sapiens hsa04970,-0.28662115,-0.8898059,0.634103,0.9988885510891566,37,0.16216215,0.12550803,TRPV6;PLCB4;ITPR3;ADCY1;CST3;CALM1
176,Pantothenate and CoA biosynthesis Homo sapiens hsa00770,0.3665794,0.8595004,0.642562,0.9988885510891566,10,0.7,0.32775304,PANK4;PPCS;ENPP3;PANK3;PPCDC;ENPP1;UPB1
226,Selenocompound metabolism Homo sapiens hsa00450,-0.3577978,-0.7683506,0.74401474,0.9988885510891566,8,0.25,0.1409909,MTR;PSTK
211,Ras signaling pathway Homo sapiens hsa04014,0.19970211,0.8504644,0.8225352,0.9988885510891566,140,0.2642857,0.2188891,PLA2G5;ABL2;BRAP;ELK1;GRIN1;EFNA5;AKT3;NRAS;PIK3R1;FGFR2;CALM3;ABL1;RALGDS;CSF1;PLA2G4A;GAB1;KSR2;GNG7;PTPN11;EFNA1;RAPGEF5;RAC1;CHUK;AKT1;RASAL2;RELA;PAK4;PAK1;RAB5C;MET;RGL1;SHOC2;RRAS;MRAS;FGFR3;GNG10;FGF14
212,Regulation of actin cytoskeleton Homo sapiens hsa04810,-0.2425566,-0.9585963,0.5778443,0.9988885510891566,132,0.09090909,0.084865496,PIP5K1C;FGFR4;MYH10;SSH1;ACTG1;RDX;PPP1CA;PIK3R5;MAP2K1;BRAF;DIAPH2;BDKRB1
213,Regulation of autophagy Homo sapiens hsa04140,-0.30411547,-0.73865336,0.77272725,0.9988885510891566,11,0.27272728,0.24327463,PIK3R4;PRKAA1;GABARAPL1
214,Regulation of lipolysis in adipocytes Homo sapiens hsa04923,-0.2986906,-0.9137081,0.5953654,0.9988885510891566,31,0.22580644,0.16208632,GNAI1;PLIN1;PIK3R5;PTGER3;ADCY1;PNPLA2;AKT2
215,Renal cell carcinoma Homo sapiens hsa05211,0.30949044,1.075634,0.33796296,0.9988885510891566,45,0.15555556,0.0679311,AKT3;GAB1;RBX1;RAC1;ARAF;PAK1;MET
203,Purine metabolism Homo sapiens hsa00230,-0.18721864,-0.71572363,0.94796747,0.9988885510891566,104,0.115384616,0.10354171,POLA1;AMPD2;NUDT16;PDE6D;PDE3A;NT5C;NPR2;POLR3F;ADCY1;POLR3D;NT5C3B;ENPP4
